# ra decl redshift T90
1.542398658621926044e+00 -1.682970422501424979e-01 2.440955562289661984e-01 7.743818368476028979e+01
-1.735230255687104872e+00 -4.853118721026707383e-01 1.651294189849916272e+00 3.346503553269557329e+01
2.142275523942389182e+00 -5.089488558185619738e-01 4.430945560146613005e+00 5.439239366458595271e+01
3.037771347070433059e+00 -3.460818969577179605e-01 1.489242649320598133e+00 1.176341521357045039e+01
-1.508629092677713945e+00 -3.096508031044554743e-01 2.929832143761270102e-01 3.942006069913342259e+01
1.652923765141420809e+00 1.679824894237733068e-02 4.258280224225055588e-01 1.174102209379373534e+02
-1.257613818754129420e-01 1.445365935316009098e+00 1.931417341304051405e-01 7.626965424252642833e+01
3.109802334195373330e+00 5.232526733369464722e-01 1.649464396792367005e+00 3.991114621551645758e-01
-5.244026475442474799e-01 5.806162744503114981e-01 1.907169372121835016e+00 2.475465019517369925e+01
-6.931101072416812059e-01 2.829710180098892747e-01 9.182810027302605871e-01 2.160308563773322277e+01
7.432162337299830224e-02 7.357692462642595466e-02 5.099134584603035591e+00 1.716241600069131901e-01
-7.766463108301716600e-01 8.111215762458282574e-01 5.065676586073571963e-01 1.633566097492977320e+01
2.704765372905546972e+00 -7.567793799164048707e-01 3.347327899435558862e+00 2.855043740799265706e+01
-4.901529501999464522e-02 1.958208975977595023e-01 4.534065042286065328e+00 1.128208546335229201e+01
2.450928440004875863e+00 -1.200308658126499450e+00 5.302420295505030357e-01 2.278330113886268382e+00
2.534311884389699010e+00 4.735817734514327637e-01 2.012810304688704921e+00 4.597522250730849080e+00
1.138174708107356103e+00 1.280474910813217182e+00 1.115987530697396313e+00 2.107628113301132089e+01
-2.834047203194528297e+00 -1.095859008928425249e+00 4.344895089453871151e+00 5.133164078793453200e+01
-1.069634691185646025e+00 -1.246173625555769382e+00 3.675461233558570129e+00 4.290895116263352804e+01
-4.145087754541599279e-01 -1.654698538803139607e-01 3.884678762655251916e+00 5.722736879728766013e+01
-3.026994916590382445e+00 1.133531654129669608e+00 1.178426870341132471e+00 8.360038408455327641e+00
-1.232082806264236163e+00 5.594809392025053008e-01 1.550298655558921102e+00 1.753445721991030837e+01
1.393538098742492348e+00 -6.028870340311885956e-01 4.203328928343482929e+00 6.243408673996849956e+00
-1.526709785995073565e+00 4.160194470755075313e-01 6.834529141540059971e-01 9.610205142890686503e-01
1.649322579142888934e+00 -3.256921139816298383e-01 2.304888546260958293e+00 1.635712155684579372e+01
1.784289431112682456e+00 1.318215498574594857e+00 2.061179714649991723e+00 1.796590605390549911e+02
-2.304969270717692531e+00 -3.883389609319915503e-01 2.399367867706549973e+00 5.718105906661676130e+01
4.536015587417282502e-01 4.120855366700971745e-01 1.898625360620980418e+00 2.798302211048395449e+01
2.319344607322736174e+00 1.120102502912024151e-01 7.474432771005020903e+00 3.113847571269813130e+01
-1.060705426616927571e+00 -8.163387124185598198e-01 4.385691434848094095e-01 4.215157301859328576e-01
4.679071810342201876e-01 9.159836398595915252e-01 8.927010721034741580e-01 6.041944841747506700e+01
2.859323519763274035e+00 1.082179572321505079e+00 2.207650834048784816e+00 8.427685500331052992e+01
-2.410466383923608014e+00 -3.886445916659951160e-04 1.732803708878070670e-01 2.320089398851012064e+01
-3.647450970741481502e-01 -8.508637350942679922e-02 2.810593589839562867e+00 4.117751964010406551e-01
-2.864058200707818802e+00 3.316045576553431351e-01 4.751599678782271852e+00 2.481872145648966210e+01
-2.272820969968011084e+00 5.967092991446324435e-01 5.135827594492140546e-01 3.114416363635067242e+01
-2.605096122056520969e+00 -4.917992187873967969e-01 2.147872603552304138e+00 6.080399509806188973e+01
2.198177465009854448e+00 -5.540100809011343913e-02 1.166531845040581272e+00 6.328940220622752966e-01
-2.073702253246619165e+00 4.255251743476187176e-01 2.853770634105665227e+00 2.962258619074325239e+01
-7.103969419923940321e-02 -9.660039067624394127e-01 6.631813261631919865e+00 1.605106826391903212e+02
6.181685362799631545e-01 1.928581565713888835e-01 1.175870998195078787e+00 2.246229304265615667e+01
-1.706332211675146260e+00 1.948366327436472090e-01 2.015143127014945801e+00 4.333286750839893102e+02
-1.785471325457627378e-01 3.399820305936220866e-01 7.997774934704210414e-01 3.032313520717320543e+01
-2.055683596110151612e+00 9.071221701410641103e-01 3.930217330080143512e+00 6.235968244968951524e+01
5.425229520092463842e-01 3.738342384439757859e-01 2.582643350632447543e-01 3.764397577842770204e+01
6.895113787952397155e-01 -4.981918293589614466e-01 1.670043954076097403e+00 1.714926569455652938e+01
1.430139847041246970e+00 -5.964345595019475699e-01 1.054031256654121451e+00 4.835798916704584371e+01
1.339070339399966780e+00 -8.322122318065101609e-01 1.235790532067795100e+00 6.591676511449817610e+01
3.039565216335784470e-01 7.654539519109717152e-03 8.301313811984900592e-01 2.448101828357066623e+01
1.525036489454617561e+00 1.224121016179825272e+00 9.062256203076095584e-01 2.092580333253716560e+02
-2.953218125566781538e+00 6.921952640450524941e-01 2.821522995831191594e+00 2.832871361900058815e+01
-2.138821506316986309e-01 -2.408667248321581522e-01 4.311290255366390656e-01 2.934306768516042041e+01
1.931574320623386520e-01 -4.356425711976030790e-01 9.285344622372840862e-01 2.169309765108986028e+02
2.385157797661695334e+00 2.160472195407919238e-01 7.134410138846201122e-01 1.006863772781314559e+01
-2.063780152335608964e+00 6.861086481424071293e-01 2.397414782640146846e+00 1.999250501781196121e+01
2.429884879067654602e+00 -2.741893012664069484e-01 1.950902871543911399e+00 1.677353043922937204e+01
-5.401161662517590667e-01 -2.449175159795531909e-01 5.442104907187823859e-02 1.723960039406963460e+02
-2.794418333649575814e+00 -2.770208446500982413e-01 3.571087573022253547e+00 2.569708234512137324e+02
-1.062069662248022794e+00 4.687486082607640880e-01 4.230805773579593976e-01 2.515521423502229936e+02
9.513490234775741072e-01 3.668300450721172501e-01 9.645713774389054196e-01 2.339944367523671076e+01
-1.018062965848152590e+00 7.492773424543309746e-01 1.295467099200396710e+00 3.342800397151091119e+01
-1.169066056923330432e+00 9.150730428926203697e-01 7.492224334036796662e-01 6.456162552333341864e+01
-1.805237423182110446e+00 9.593259777677584088e-01 2.922593897673642527e+00 8.799496249571109274e+01
-2.042332637237567639e+00 2.214036420267091482e-03 1.605089639935819656e+00 1.495176879104309720e+01
-2.440809207259793556e+00 1.086475507784872008e+00 9.510888484795163578e-01 2.848697415538063638e+02
1.683150891452299458e+00 1.300301894961596316e+00 2.748878363791725121e+00 3.055631237274011092e+00
-1.361152292194382829e+00 6.780560627094103232e-01 1.277242051738718409e+00 2.004463646879486589e+02
3.139508322743686186e+00 -1.153990877145470551e+00 1.166760163210116108e+00 1.100907024359750430e+01
-9.214366094054595724e-01 1.310112034119687019e+00 5.546788808756711653e+00 2.517116839273998252e+01
-2.741628479796557993e+00 -5.122312164617519592e-01 1.836991598636956713e+00 4.827466270073027532e-01
1.222636557519137579e+00 -1.206533024655193492e-01 2.906873806355243950e+00 3.914173630231420287e+00
2.973385026662460628e+00 6.868983477407655455e-03 1.871079607895438146e+00 5.054529878485784167e+00
8.689993504807723701e-01 -1.293868366439432371e-01 1.853883313400838562e+00 4.378643927206154807e+00
-2.530794250555551184e+00 -4.523526663142721227e-01 2.066266056125145023e-01 3.156832806177736472e+01
2.856115216462623785e+00 -2.515352015811951891e-01 8.872557655036539259e-01 5.832269889954790898e+01
2.260206541620287446e+00 3.644477569966548813e-01 1.263476659911735744e+00 5.529534516207641559e+01
1.872105777998334553e+00 -1.410432086715578681e-01 1.120018577787190717e+00 7.116163700920820645e+01
-2.790893914924316821e+00 6.848700224818260462e-02 1.752260600678962943e+00 6.738162122922879860e+00
6.441492750346496932e-01 3.576085243330821839e-02 2.743812584879480099e+00 1.050662238150134975e+01
-8.139792692107530314e-01 1.663683626453945075e-01 3.829272948505490159e+00 3.718437996686371605e+01
-8.034405137272131459e-01 4.772628019145110922e-01 3.167366870239651244e-01 4.872283236884008772e+00
-2.525606003334268213e+00 5.649821043167928547e-01 2.305176610655136127e+00 7.930666125552448875e+01
-2.315399919411478713e+00 5.775099239575009341e-02 1.059466869665440791e+00 1.332779876434562141e+02
2.232346249240237057e+00 -2.716327812379560336e-01 2.607943311184463209e+00 3.286904275909100903e+01
3.032059979684748274e+00 6.866954321864816579e-01 1.714209643078027145e+00 3.142656735663756251e+01
1.414553004969658190e+00 -1.133860267727261339e+00 1.378191037301513600e+00 8.221435427678758856e+01
1.885023528810360893e-01 -7.111607677484982348e-01 1.216242425440744901e+00 1.395036504983295522e+01
4.157245424148582613e-02 9.657849108578462349e-01 1.173162339224991912e+00 2.563776534522183237e+00
9.637179472272917602e-01 1.176003906192829990e-01 1.191597211874082962e+00 6.008653011005307576e+01
1.112024504561091920e+00 -9.956260910021208499e-02 1.423811491107288552e+00 9.654575829081629479e+00
1.598507569980525123e+00 7.573535272919158512e-01 1.762550327895849422e+00 8.620406114511484086e-01
-2.237746622509400485e+00 4.270580164000750689e-01 6.739500938445379674e-01 5.552665477801357885e-02
-2.026136097324780394e+00 -9.235506415931146185e-01 3.322206884948684102e+00 6.570466736061665358e+01
-4.682768401668712110e-01 3.194930110720517469e-01 7.230808323723614706e+00 9.926256505986041923e-01
-2.885616392663381991e+00 3.571737114933802859e-01 1.485082721895303770e+00 6.991091947847952071e+00
3.043289642814171359e+00 -7.781998482765218883e-01 7.774586248888594175e-01 1.023026937091944433e+01
-1.837430458306457348e+00 -9.766131249788499724e-02 2.647933337894197159e-01 7.293045907648159698e+01
1.992539079127620738e+00 2.689898263716050675e-01 2.070256483888503141e+00 2.704701557568459425e+00
1.830727818803339346e+00 -9.485667956249767274e-02 6.904772266312318996e-01 9.355697456145384283e-02
1.159993670030546875e+00 -1.028566276847566074e+00 3.420214858706339012e+00 1.134884630271459827e+02
-9.637418026862859532e-02 2.931196478998756780e-02 1.464285045136408225e+00 1.926031043877836737e+02
-2.737809624314535561e+00 5.068802605117272986e-01 1.120522463644628930e+00 2.108352669354793463e+01
-2.937122623200440596e+00 -4.363651881016789025e-01 8.589021894656101441e-01 4.281367981925269817e+01
2.736588876751171906e+00 1.129031379114026734e+00 8.531472177383646605e-01 1.470449603489892709e+01
-1.366041118502798524e+00 -1.447848698926701150e-01 6.453487485085771524e+00 1.850286688380379374e+01
2.578334089892519554e+00 7.510749997481126761e-02 9.899502565816780120e-01 2.402095884929913794e+01
2.101687954605719888e-01 3.710520980998740503e-01 2.225783751342555572e+00 2.853661875727086894e+01
8.609250915573980756e-02 1.061978116220411161e+00 6.321940536511989617e-01 2.252360246878490386e+02
2.284240730935954922e+00 5.469939118722765281e-01 5.390502177368221570e-01 3.134425433536081496e+00
-1.211273124157072223e+00 6.896676684305185212e-01 2.947179549998243164e+00 1.301337758343727842e+02
1.556229126240194383e+00 7.428630144226847087e-02 2.455010153823651731e+00 4.411443545855634056e+02
-1.181248937023787748e+00 -1.157902881287343977e+00 2.477940807004958668e+00 2.931131252349015313e+02
1.898858697875161594e+00 3.729269428674907294e-01 1.424086716381888440e+00 1.094685306595731683e-01
-5.969391468720306598e-02 -6.288886398545536771e-01 4.709480016406287994e+00 2.719633870628077332e+01
2.778961703548983309e+00 4.008028164047281461e-01 2.944801600605613245e+00 1.449265162703403398e+01
2.622721526278996240e+00 -4.480592845664151391e-01 2.423189822554873363e+00 1.747262651887333007e+01
-1.918716642215406942e+00 -1.855944145810291962e-02 1.923274185689762827e+00 5.021092704381497640e+01
-1.057037596644067046e-02 2.186602548605786622e-01 1.591599776540182587e+00 1.307275619407318601e+01
-2.502381301554496673e+00 1.399139047744346165e+00 2.997554162904497055e+00 1.780396222525823546e+01
1.427950921140778984e-02 1.255132593698773613e+00 1.890939286928350782e+00 9.054676275703320565e-01
-2.721602012553439032e+00 -5.998803739044219485e-01 1.758813848779400058e+00 2.460872237112635617e+02
-7.783509773797905318e-01 -6.646216721176037012e-01 2.039218637769976361e+00 2.656516368458251520e+01
2.411098614573192300e+00 -1.771106665096194854e-01 3.061093706344121035e+00 1.139591125931712590e+01
1.455029665419383056e+00 -7.001103821645021652e-01 1.247069685687681062e+00 8.485274246356230776e+01
-1.766396114658260519e+00 -4.465521104448553769e-01 1.796844693993683961e+00 6.327736439038786784e+02
-1.133258393931018682e-01 2.612446142778886982e-01 1.018969412067672664e+00 4.705454962363400995e+01
2.598842818939525845e+00 6.784005422613829106e-01 1.277022598602875814e+00 3.676707547276375010e+01
-1.048981460551067002e+00 9.121336345388997291e-01 1.350309334574143705e+00 1.207000421810134005e+00
-1.683277481170017742e+00 -8.264442181349305194e-01 4.338441013122816159e+00 3.011556169597549726e+01
1.586863547419706144e+00 5.312629645930317945e-01 1.690283659920178927e+00 1.147435316794846338e+00
6.222640773325779362e-01 1.247081291589087870e+00 7.650676269299841792e+00 7.818969181259470547e-02
1.756017328230397467e+00 1.199572638734732077e+00 1.922219275240394376e+00 2.133763976530537576e+01
1.292832585663741818e-01 -3.612233563148649074e-01 2.556447535902856227e+00 3.256364885875539272e+01
1.822167373031146065e+00 3.656266852101272002e-01 7.293809034859588536e-01 1.106780206178222556e+02
1.551351539377957556e+00 4.831921700146729615e-01 3.804045992781850405e-01 3.141280568489957403e+01
-2.610127697391088297e+00 -1.134529905307741782e+00 9.869044454088931051e-01 1.756331905068949339e+01
-1.264260164014233023e+00 4.917008631307599464e-01 4.783663997692435110e+00 1.523724011488589491e+00
-3.889793840541496128e-01 -7.438653650077544643e-01 2.713274607856018816e-01 4.359192357027824016e+01
8.992103220403216968e-01 -3.164427300128568876e-01 3.946408735919292532e+00 7.428531770631722431e+00
1.690952901221075555e+00 -6.533257655914699313e-01 7.175389901457936981e-01 8.957835326246514285e+01
-1.873400663747135653e+00 -1.143674152457145182e-01 5.957036543727849409e-01 1.267393455701317428e+01
2.318120159321210405e+00 -7.003285430834467196e-01 1.756342140414367092e+00 6.661985740211039797e+01
-6.013810101941855502e-01 6.950080002947102153e-01 8.951178207783220264e-01 6.888655034169593350e+00
1.157397480821300118e+00 4.539032447975382412e-01 1.473668417975629308e-01 1.492520326315847634e-01
2.079913662592732582e+00 -1.247152834988747738e+00 1.989599369776921867e+00 1.685971001155957794e+01
-1.333412607147273388e+00 5.290702259683219832e-01 2.147845231832393065e+00 3.389361317820272745e+01
1.407690408520839709e+00 -1.397302719425649542e+00 1.579029322819757386e+00 1.242878897166637842e+02
-1.971432695853816142e-01 -2.513069930289251186e-01 2.680806943772600537e+00 1.430091422890031083e+01
2.213456799773510841e+00 4.011084458505064787e-01 2.848283840351530927e-01 3.676603183844002842e+01
-1.020504705530830947e+00 1.144528540204790668e+00 3.390470370829962388e+00 3.473483163193130707e+01
3.098279046466171138e+00 2.454936198215382226e-01 9.816874968391777756e-01 1.748926771262581670e-01
-1.575741542085188351e+00 -5.512398567020444506e-01 7.456648544447731508e-01 6.601323194750299272e+00
-2.574753752768500270e+00 -2.724520537691902094e-03 6.291431326748803343e+00 2.883185017155359908e+00
2.986411885041180714e+00 2.066740285101383301e-01 1.090307535109284576e+00 2.211269677250730581e+01
1.469117050074757680e+00 -6.162057484518020933e-01 3.669479894980990364e-01 1.712525635806127156e+01
-6.295633956101932133e-03 1.043698567662302734e+00 6.846432629712174700e-01 1.663761703721158014e+01
2.796097075906729956e-01 3.539565112745284847e-01 1.050712662214895010e+00 6.152321248795976416e+00
2.434038414962691910e+00 7.157958215750093167e-01 3.925634387266469627e+00 1.136809938891597582e+01
-2.619386627482709784e+00 -3.461150258280999981e-01 3.872499029172472795e+00 2.838114211653568475e+01
-1.303908229904855887e+00 8.271465229726886470e-01 9.313483014708532348e-01 2.676521633754962082e+01
1.019512909546092194e+00 7.150837640655332006e-01 7.072647849524718033e-01 1.387599182431664246e+01
-1.689317025884150336e+00 -4.079229025076375886e-02 2.151427886146705770e+00 8.979741022945337647e+01
1.220834196004646932e+00 -3.930195100440037614e-01 1.197893885333129571e+00 3.690336810725119676e+01
2.341157148406440403e+00 7.540569996449784096e-01 5.668830490181369086e+00 6.822889896324867642e+00
2.996249545513808510e+00 2.074139997244171113e-02 3.323451193145364968e+00 5.240545500401582402e+00
2.788151698398499523e+00 4.533860929022541786e-01 4.875602616753386798e+00 2.290910816422607255e+01
-2.777058515041844977e+00 -5.071825808993702944e-01 1.567448945798619375e+00 3.514691850122501626e-01
-5.039659110293557287e-01 -3.895357094479441895e-01 2.022063776044757510e+00 8.007422580232245934e+01
-2.366505758248134139e+00 -3.847688622252669333e-02 1.808681214707927420e+00 8.733338385652841396e+01
9.993915327007200922e-02 -5.728036020854371246e-01 2.051942312878301422e+00 1.066313522851219346e+02
-2.406058788749643185e+00 1.091387238547764538e+00 2.363728301726744530e+00 2.338685077686870528e+01
1.708631692888705977e+00 -5.577786472291117459e-01 1.061039722880978253e+01 2.778511600318384822e+01
2.358040721207113957e-02 9.343697513743135508e-01 1.719288268618079263e+00 1.106984032629572035e+01
-7.988496042940149700e-01 6.027477158527372314e-01 4.561742397390486481e+00 1.798019506569731973e+01
-2.464733874867715002e+00 6.627513118103444123e-01 2.205717569206452344e-01 3.209862323288527608e-01
-1.698922722987417533e+00 1.417430710972982011e+00 1.911916086125575509e+00 3.295788347335792423e+01
1.778549223665349954e+00 1.106349196034228516e-01 2.278839377109583619e+00 2.572290771389319630e+01
2.753903001357678626e+00 -8.859516572407427626e-01 1.139487217990999612e+00 3.758900432257419197e+02
2.506300902156399335e+00 -1.454737941386189948e-01 2.211596954433107332e+00 3.816550343740924944e+00
2.590807553432862509e+00 5.092576698331414686e-01 9.472348610014786896e-01 1.397335025619817761e-01
-1.827757645954799282e+00 1.173130396361222960e+00 1.657627596109275236e+00 3.587832200449548736e+01
-6.047577169947024878e-01 1.349097737503949235e+00 2.285728071941036443e+00 4.061621156370041064e+01
-5.011895764462622749e-01 -1.382433988628975208e-01 4.534222646696587922e-01 7.961237881660950677e+01
-2.789141319697586496e+00 2.687379047835816714e-01 8.791828422260576925e-01 5.139974803389448255e+01
6.395038161290050871e-01 2.537984426270015748e-01 5.941362357562195440e-01 1.583231845828112512e+02
7.247942435547948259e-01 -3.775123653233294352e-01 1.755799133345031349e+00 5.741062734017103253e+01
-1.205702998161090500e+00 -7.120080672743693828e-01 8.618443182312071071e-01 9.374286018807173093e+01
-2.383332336218439540e+00 -4.872112287112037587e-01 3.139888689735403471e+00 5.050429553339060362e+01
-1.934556589074563737e+00 1.104195887440059920e+00 8.223593221547236265e-01 5.033148029665858303e+02
1.796552972745050214e-01 5.860958354997735098e-01 1.417989985774986916e+00 9.006131254905020000e+01
-3.074056700746672810e+00 1.817996754065546450e-01 3.424960624188027047e+00 5.334259264382539278e+00
2.763377277424972966e+00 5.281918519468982165e-01 8.825519034954824038e-01 5.314832323011062698e+01
6.963510877188168191e-01 1.004635373835065515e+00 3.517992677033864535e+00 2.400897010018392308e+01
2.305100333560426318e+00 -7.878324861758271291e-01 8.676411996740975852e-01 2.187964209970412455e+01
-7.305563209629757360e-01 -5.061232687060989166e-01 2.254714225684561146e+00 2.315821063854887285e+01
8.369231863039187092e-01 -7.911927968696067515e-01 7.912586847916327493e+00 4.258722905825126048e+01
2.467098477631744391e+00 -3.157464272066090039e-01 1.300624635338092361e+00 1.803386239831293381e+01
2.645864848545087522e+00 3.758415062619702707e-01 1.704562442744529172e+00 2.721725090684758896e+01
-2.197744599459181103e+00 3.985286069835851097e-01 1.311413612912429416e+00 1.122122204162555148e+00
2.800296419084481236e+00 1.205160700369895151e-02 2.296659763003265020e+00 1.212968096827504922e+02
-1.741709494030124983e+00 -3.012354872502223113e-01 4.496079006535536604e-01 6.572407018494422459e+01
-7.972365426809070454e-01 8.473097836821780193e-01 3.784210248337315896e+00 7.135482425809387053e+01
-2.147698571504852438e+00 2.467509953176525717e-01 1.514806360189172363e+00 7.367838633403667181e+00
1.784429826413609588e+00 3.874966437194908853e-01 4.190949739959985987e-01 1.853113846895260153e+00
-1.914642295759590995e+00 -2.468541751014327046e-01 2.195971805027329360e+00 1.793386086916086697e+02
9.913461522524927849e-01 -1.123411670548198349e-01 4.233904506573293425e+00 7.965779580467989263e+01
-1.742711670151073866e+00 -1.113559001502719026e+00 2.171203164530949969e+00 5.650637452418310147e+01
4.790192795207393051e-02 -1.362701311192183462e-01 2.694938164859380869e+00 1.828274536163805752e+00
-2.851883250548715942e+00 -4.871562406002620249e-01 2.913633947739938002e+00 3.003803877272217449e+01
1.882970262348946600e+00 1.237946088514403770e-01 3.038617669210458949e+00 4.679204417718516851e+01
-2.859730127799789301e+00 2.351292649263062029e-02 2.853609916975733199e-02 1.636478244696637674e+01
-9.154044067695398246e-01 4.368282609099620184e-01 7.741741541724527220e-01 5.356412757065449171e+00
-2.211716256422828764e+00 2.126667957470110559e-01 3.340028871122655563e-01 1.199960448450970141e+01
-8.069192804073167524e-01 9.020917058864276195e-01 1.801900235002268591e+00 5.781058411498505301e+00
1.927195235810873486e+00 4.882591784845790039e-01 1.337401259551506350e+00 4.447843698874694240e+01
-1.137184051706385590e+00 4.110840143264327118e-01 1.516483600071436122e+00 6.278374407807489899e-01
1.119041324854338937e+00 -6.545673708628639842e-01 1.747109456769460056e+00 5.573856216764249361e+00
1.325757944839699443e+00 7.564495574090237540e-01 1.217379120302316542e+00 1.384361633030567589e+02
7.236542042243957473e-01 1.551089292596500580e-01 3.139807183225578946e+00 9.016286102182689888e+01
-9.457877166477666186e-01 1.132951716427221589e+00 1.311239060377500154e+00 1.333801764496586486e+02
2.871710214722169585e+00 5.336115742374889642e-02 1.642283389048059705e+00 1.038668047694721253e+01
1.886170889730895306e+00 -1.394947189885002437e-01 1.981651650963428324e+00 7.506028033423663981e-01
-2.430190345531236140e+00 -7.375840688082117014e-01 7.825077154306767646e-01 5.293574843297916743e+01
6.969872974813912103e-01 1.110244851651328579e+00 2.338973717338663327e+00 1.081961480374603752e+02
2.293990575544463617e+00 9.014644090368347795e-01 1.626473702635885976e+00 1.054212303654090164e+02
-7.409766671232930202e-01 1.041501419004041834e-01 4.006619023484081055e+00 2.463426398116287430e+01
-2.289460885895482356e+00 -7.202651543951230639e-01 2.426596316282859433e+00 4.941574165155765286e+01
-2.201193149961090612e+00 -4.563776785570416300e-02 1.549637284956427719e+00 5.758387315791369332e+01
1.299350032562201218e-01 -5.689451851928269965e-01 6.711305147884433886e+00 1.536734601431032274e+02
-2.543821111108305111e+00 -8.866870209807022896e-01 9.118930662560437161e-02 1.895069136899154350e+00
-2.340564893112287714e-01 1.145441134746751688e+00 1.564027953842843655e+00 6.147812568790880050e+01
-2.261960337543756694e+00 -4.922815732634229224e-01 4.236385854044638632e-01 2.803736213801898458e+01
-1.656427933585135903e-01 1.116756190053933340e+00 3.647598794528725819e-01 8.939955763190446936e-01
7.979295176966365588e-01 1.069007292516710228e+00 1.029196216065775715e+00 5.599713525799380704e+02
2.513610390975187237e+00 -1.037033040725420241e+00 2.010045888943892578e+00 1.615579389326776436e+02
-2.171171948163047816e+00 2.396222640777861124e-01 4.295236554427936393e-02 1.501425258235439131e+01
1.824540036845057944e+00 7.293777917576067527e-01 1.714915834785702309e+00 2.084536735714568323e-01
2.519445169049337352e+00 5.414952876864144171e-01 2.481270627174141374e+00 1.752574252792162213e+01
-2.316970609244498380e+00 2.605494995254089008e-01 2.225633979568185428e+00 2.489239772556882446e+00
2.709006280155179525e-01 4.531176404797276347e-01 1.923619883427768240e+00 8.236977885933143284e-01
2.403757290104321154e+00 4.678176524600171637e-01 1.529880379792211809e+00 6.885089903999558203e+01
-2.207000326716799243e+00 -5.285086973130919130e-01 3.639015378742382456e+00 2.011851736225153786e+01
2.630690467972753410e+00 4.105908949370466465e-01 1.870099191946423822e+00 4.444536425542067093e+01
-4.471002953631266763e-01 -5.526094090975393058e-01 2.443276121910098908e+00 4.538783716799203449e-01
2.884867438357967107e+00 6.230803751541519331e-01 7.226994417880722166e-02 5.546224938154770356e+00
1.457147648046184241e+00 -5.842186011530082768e-01 1.236247838249143749e+00 5.204578512507699095e+00
-8.181234562021784118e-01 5.724694857250538504e-01 4.949956109911666680e+00 1.610218001552238709e+00
-2.255681824138719982e+00 7.236570913583075804e-01 1.168189765710836658e+00 4.136667315840083958e+00
-1.367662946591433393e+00 1.360182015323962323e+00 1.316593447571083875e+00 4.631509085813592463e+01
-1.246691387876580404e+00 7.703826423530121259e-01 5.353829199263306776e-02 2.384991501615981235e+01
4.925289829555380000e-02 -2.254743180932204383e-01 2.047842517399906637e+00 5.745147711705794968e+00
-2.975942295094889278e+00 -4.325365731361880406e-01 1.492497761860859473e+00 6.674138710649447148e+01
2.113299775074347926e-03 -1.334999026134400801e-02 1.663256854419146724e-01 1.645536679521464540e+00
1.986915129756714915e+00 3.111980826189965632e-01 1.579218504488038910e+00 3.467123568811449985e+01
-2.968616853200281902e+00 4.205458640103824086e-01 1.542983143936875967e+00 8.169064023120969864e+01
1.453674543646098050e+00 5.890922458080925794e-02 3.003118712544083913e+00 1.057421640685646125e+01
1.183679402362090016e+00 -3.012845428377605717e-01 4.603129545688057767e-01 3.459425060097065074e+00
-1.346449763754326678e+00 -1.390484985498017023e+00 8.276431288354182403e-01 4.272334081171023712e+01
1.216212614530348457e+00 9.835330860165644729e-02 1.138559095010035715e+00 9.309667224799365215e+01
1.601555345541680664e+00 1.274504825027870068e-02 7.839311960272414836e-01 4.305282750306324147e+01
-1.336348297363735949e+00 -3.695721165567971700e-01 6.488201064406768914e+00 6.482760191996111132e+01
-3.569060063489340462e-01 -1.595030497046917919e-02 1.211714123524773035e+00 2.971932162566189461e+01
-1.273915381224362431e+00 -1.266504533314098291e+00 2.140983150291964066e-01 3.315456005508419679e+01
1.359977941479560970e+00 2.835964232929498174e-01 1.055591940088791425e+00 6.733678914752866262e+01
-2.709662038493560576e+00 -1.273412104349604057e+00 2.432734149243428234e+00 2.242798947122171072e+01
2.824102877025419733e+00 5.674160992332312192e-01 2.784937819837815520e-01 2.320545422511835376e+00
-2.257054747553551011e-01 -4.842348545823564610e-02 1.207499469157985006e+00 1.163900989949072873e+01
2.963895433348817221e+00 -3.670162531333642231e-01 1.370475141325964152e+00 2.413596529042668237e+01
7.150386305915927831e-01 -1.181297940721582618e-01 7.022035378457219812e-01 1.856647464278869109e+01
1.811296860905047268e+00 -2.610197260927105481e-02 9.267949720237793620e-01 1.276759725033932646e+00
-2.894941183975217491e+00 2.592060097949573372e-01 4.910863587470531422e-01 6.790037498782228909e+01
2.975818970353155013e+00 -4.239263223820570747e-01 6.492573889312842184e+00 5.829011366170860242e+01
1.120289462207873399e+00 1.070051082755924532e-01 1.423574364896385669e+00 1.691343692611171079e+01
2.237827025806827130e+00 -4.509174892201261442e-01 1.531547962476480729e+00 7.556506354350854548e-02
2.577913465956680472e+00 9.333310448201100895e-01 2.331132140744680559e+00 1.717569774290483409e+00
2.295508710682051756e+00 8.724353299242924020e-01 1.208371561172185027e+00 8.459713460229421500e+00
-1.918281094255236852e+00 -1.325864708451050422e+00 1.924239054343353850e+00 1.788862260153361206e+01
-9.758759269809447190e-01 -7.055428049940490887e-01 2.406943353652300388e+00 2.271879742100911983e+02
-2.129859669398875610e+00 6.966598746956173538e-02 1.951517207531085485e-01 5.865818510023481025e+01
-2.170325911077080505e+00 -7.007807165754303957e-01 7.093540738861272565e-01 1.711176483386812208e+01
-3.869606848156064149e-01 -9.958443715584535116e-01 2.811739104987669879e+00 2.925521025972158213e+02
2.324404216928300126e+00 1.019250569957526942e+00 2.208885304636746927e+00 8.246273325792652376e-01
-2.568103505612987725e+00 -9.526214732254281170e-01 2.061793137498758810e+00 9.683383414737862793e+00
2.160826098769253356e+00 -5.120525776005776519e-01 1.126302754632097614e+00 6.888960912433290673e+01
-7.995468815148644159e-01 2.793716933659812218e-01 4.171292459631311900e+00 1.033086784692880222e+01
